order_id,order_date,product,region,customer_id,price,quantity,revenue,month_year,month_name,quarter,total_orders,total_spent,segment
3731,2025-10-10,Keyboard,South,512,218.46,4,873.84,2025-10,October,4,918,1696896.54,High Value
3732,2025-02-02,Monitor,North,514,85.18,2,170.36,2025-02,February,1,1012,1807715.97,High Value
3733,2025-06-21,Monitor,South,512,697.96,2,1395.92,2025-06,June,2,918,1696896.54,High Value
3734,2025-05-13,Monitor,North,509,521.42,1,521.42,2025-05,May,2,995,1889373.52,High Value
3735,2025-03-26,Smartwatch,North,504,1110.64,4,4442.56,2025-03,March,1,974,1841907.46,High Value
3736,2025-04-29,Smartwatch,East,517,1067.17,3,3201.51,2025-04,April,2,930,1758570.59,High Value
3737,2025-03-10,Laptop,North,502,394.94,1,394.94,2025-03,March,1,961,1751464.56,High Value
3738,2025-06-04,Headphones,West,520,105.7,2,211.4,2025-06,June,2,883,1650524.72,High Value
3739,2025-10-04,Laptop,South,517,756.43,1,756.43,2025-10,October,4,930,1758570.59,High Value
3740,2025-07-17,Laptop,North,518,613.47,1,613.47,2025-07,July,3,951,1711942.99,High Value
3741,2025-04-16,Keyboard,East,512,296.3,3,888.9,2025-04,April,2,918,1696896.54,High Value
3742,2025-01-24,Laptop,South,507,170.51,3,511.53,2025-01,January,1,925,1702254.36,High Value
3743,2025-01-07,Laptop,South,503,613.47,3,1840.41,2025-01,January,1,930,1750977.1,High Value
3744,2025-02-15,Keyboard,North,500,214.05,2,428.1,2025-02,February,1,948,1746598.65,High Value
3745,2025-02-13,Keyboard,South,519,248.97,4,995.88,2025-02,February,1,968,1801348.14,High Value
3746,2025-09-29,Headphones,East,513,1052.6,2,2105.2,2025-09,September,3,965,1816558.56,High Value
3747,2025-07-08,Smartwatch,West,519,780.6,4,3122.4,2025-07,July,3,968,1801348.14,High Value
3748,2025-02-23,Monitor,North,520,613.47,3,1840.41,2025-02,February,1,883,1650524.72,High Value
3749,2025-05-22,Monitor,West,519,291.21,5,1456.05,2025-05,May,2,968,1801348.14,High Value
3750,2025-03-08,Laptop,South,500,1140.59,1,1140.59,2025-03,March,1,948,1746598.65,High Value
3751,2025-10-17,Smartwatch,South,502,1182.82,2,2365.64,2025-10,October,4,961,1751464.56,High Value
3752,2025-02-02,Headphones,North,514,837.39,1,837.39,2025-02,February,1,1012,1807715.97,High Value
3753,2025-03-16,Keyboard,Unknown,516,613.47,5,3067.35,2025-03,March,1,985,1818375.7,High Value
3754,2025-09-27,Keyboard,South,507,613.47,3,1840.41,2025-09,September,3,925,1702254.36,High Value
3755,2025-06-15,Laptop,North,501,567.32,4,2269.28,2025-06,June,2,948,1716692.5,High Value
3756,2025-05-13,Headphones,North,509,705.43,1,705.43,2025-05,May,2,995,1889373.52,High Value
3757,2025-02-17,Laptop,West,509,609.62,3,1828.86,2025-02,February,1,995,1889373.52,High Value
3758,2025-10-05,Laptop,East,513,91.89,5,459.45,2025-10,October,4,965,1816558.56,High Value
3759,2025-10-07,Laptop,South,514,1013.89,1,1013.89,2025-10,October,4,1012,1807715.97,High Value
3760,2025-05-17,Keyboard,Unknown,513,181.87,1,181.87,2025-05,May,2,965,1816558.56,High Value
3761,2025-02-06,Laptop,West,505,657.09,3,1971.27,2025-02,February,1,958,1766477.7,High Value
3762,2025-08-28,Monitor,North,515,535.58,3,1606.74,2025-08,August,3,963,1783010.34,High Value
3763,2025-04-19,Laptop,South,510,739.81,3,2219.43,2025-04,April,2,938,1816831.67,High Value
3764,2025-03-20,Headphones,East,520,64.0,5,320.0,2025-03,March,1,883,1650524.72,High Value
3765,2025-03-11,Monitor,Unknown,511,62.2,3,186.6,2025-03,March,1,929,1744998.21,High Value
3766,2025-05-30,Keyboard,East,500,613.47,4,2453.88,2025-05,May,2,948,1746598.65,High Value
3767,2025-08-03,Laptop,North,502,934.37,4,3737.48,2025-08,August,3,961,1751464.56,High Value
3768,2025-02-21,Laptop,West,514,275.84,2,551.68,2025-02,February,1,1012,1807715.97,High Value
3769,2025-02-22,Laptop,North,513,1178.25,4,4713.0,2025-02,February,1,965,1816558.56,High Value
3770,2025-05-26,Keyboard,Unknown,502,901.35,2,1802.7,2025-05,May,2,961,1751464.56,High Value
3771,2025-10-06,Headphones,Unknown,514,613.47,5,3067.35,2025-10,October,4,1012,1807715.97,High Value
3772,2025-05-21,Headphones,West,513,833.76,1,833.76,2025-05,May,2,965,1816558.56,High Value
3773,2025-07-27,Laptop,North,509,195.83,4,783.32,2025-07,July,3,995,1889373.52,High Value
3774,2025-09-03,Keyboard,North,505,552.41,4,2209.64,2025-09,September,3,958,1766477.7,High Value
3775,2025-10-21,Headphones,South,520,959.67,4,3838.68,2025-10,October,4,883,1650524.72,High Value
3776,2025-07-23,Laptop,North,510,1120.24,1,1120.24,2025-07,July,3,938,1816831.67,High Value
3777,2025-08-23,Headphones,North,506,613.47,1,613.47,2025-08,August,3,968,1857117.28,High Value
3778,2025-08-08,Smartwatch,South,503,116.87,2,233.74,2025-08,August,3,930,1750977.1,High Value
3779,2025-03-12,Smartwatch,South,517,108.32,3,324.96,2025-03,March,1,930,1758570.59,High Value
3780,2025-09-04,Headphones,South,508,473.59,2,947.18,2025-09,September,3,950,1762563.94,High Value
3781,2025-07-01,Laptop,North,506,1012.06,4,4048.24,2025-07,July,3,968,1857117.28,High Value
3782,2025-07-31,Keyboard,West,510,380.33,3,1140.99,2025-07,July,3,938,1816831.67,High Value
3783,2025-04-18,Headphones,Unknown,517,613.47,2,1226.94,2025-04,April,2,930,1758570.59,High Value
3784,2025-06-25,Headphones,South,503,332.76,2,665.52,2025-06,June,2,930,1750977.1,High Value
3785,2025-04-09,Smartwatch,North,502,1115.91,4,4463.64,2025-04,April,2,961,1751464.56,High Value
3786,2025-08-13,Keyboard,West,520,879.09,4,3516.36,2025-08,August,3,883,1650524.72,High Value
3787,2025-03-25,Keyboard,North,507,80.99,5,404.95,2025-03,March,1,925,1702254.36,High Value
3788,2025-06-12,Headphones,East,516,475.02,5,2375.1,2025-06,June,2,985,1818375.7,High Value
3789,2025-06-09,Headphones,South,513,944.74,3,2834.22,2025-06,June,2,965,1816558.56,High Value
3790,2025-01-29,Headphones,South,508,676.93,5,3384.65,2025-01,January,1,950,1762563.94,High Value
3791,2025-02-22,Laptop,South,506,555.26,5,2776.3,2025-02,February,1,968,1857117.28,High Value
3792,2025-08-04,Headphones,South,507,839.7,3,2519.1,2025-08,August,3,925,1702254.36,High Value
3793,2025-08-07,Laptop,West,513,595.54,2,1191.08,2025-08,August,3,965,1816558.56,High Value
3794,2025-02-25,Keyboard,East,513,613.47,3,1840.41,2025-02,February,1,965,1816558.56,High Value
3795,2025-07-26,Headphones,East,508,350.17,4,1400.68,2025-07,July,3,950,1762563.94,High Value
3796,2025-01-13,Monitor,North,516,861.77,4,3447.08,2025-01,January,1,985,1818375.7,High Value
3797,2025-06-15,Headphones,West,510,613.47,1,613.47,2025-06,June,2,938,1816831.67,High Value
3798,2025-07-01,Headphones,East,515,795.97,2,1591.94,2025-07,July,3,963,1783010.34,High Value
3799,2025-07-18,Monitor,East,502,753.63,2,1507.26,2025-07,July,3,961,1751464.56,High Value
3800,2025-07-13,Headphones,West,518,351.33,2,702.66,2025-07,July,3,951,1711942.99,High Value
3801,2025-05-28,Monitor,South,511,748.79,2,1497.58,2025-05,May,2,929,1744998.21,High Value
3802,2025-05-28,Smartwatch,West,515,1059.15,2,2118.3,2025-05,May,2,963,1783010.34,High Value
3803,2025-08-24,Smartwatch,South,518,995.85,5,4979.25,2025-08,August,3,951,1711942.99,High Value
3804,2025-02-26,Headphones,North,511,950.9,5,4754.5,2025-02,February,1,929,1744998.21,High Value
3805,2025-08-29,Smartwatch,East,503,613.47,1,613.47,2025-08,August,3,930,1750977.1,High Value
3806,2025-01-03,Headphones,South,503,936.86,5,4684.3,2025-01,January,1,930,1750977.1,High Value
3807,2025-06-18,Headphones,West,505,946.62,4,3786.48,2025-06,June,2,958,1766477.7,High Value
3808,2025-09-05,Smartwatch,North,507,1087.58,1,1087.58,2025-09,September,3,925,1702254.36,High Value
3809,2025-09-14,Laptop,East,518,302.82,4,1211.28,2025-09,September,3,951,1711942.99,High Value
3810,2025-10-22,Laptop,South,506,826.47,5,4132.35,2025-10,October,4,968,1857117.28,High Value
3811,2025-05-23,Smartwatch,South,515,788.71,3,2366.13,2025-05,May,2,963,1783010.34,High Value
3812,2025-10-18,Monitor,North,517,613.47,4,2453.88,2025-10,October,4,930,1758570.59,High Value
3813,2025-03-05,Headphones,East,502,98.27,4,393.08,2025-03,March,1,961,1751464.56,High Value
3814,2025-04-08,Monitor,South,513,613.47,3,1840.41,2025-04,April,2,965,1816558.56,High Value
3815,2025-06-26,Headphones,North,514,1108.4,3,3325.2,2025-06,June,2,1012,1807715.97,High Value
3816,2025-09-15,Headphones,West,508,452.98,2,905.96,2025-09,September,3,950,1762563.94,High Value
3817,2025-03-29,Headphones,North,508,332.42,3,997.26,2025-03,March,1,950,1762563.94,High Value
3818,2025-05-13,Smartwatch,North,509,1056.74,5,5283.7,2025-05,May,2,995,1889373.52,High Value
3819,2025-04-26,Monitor,North,520,138.03,4,552.12,2025-04,April,2,883,1650524.72,High Value
3820,2025-06-21,Smartwatch,South,509,1083.43,3,3250.29,2025-06,June,2,995,1889373.52,High Value
3821,2025-03-31,Smartwatch,North,507,1104.57,4,4418.28,2025-03,March,1,925,1702254.36,High Value
3822,2025-08-20,Laptop,North,515,892.96,4,3571.84,2025-08,August,3,963,1783010.34,High Value
3823,2025-06-13,Smartwatch,East,506,1157.67,2,2315.34,2025-06,June,2,968,1857117.28,High Value
3824,2025-05-29,Monitor,North,500,317.77,3,953.31,2025-05,May,2,948,1746598.65,High Value
3825,2025-06-15,Headphones,North,503,715.26,3,2145.78,2025-06,June,2,930,1750977.1,High Value
3826,2025-06-15,Smartwatch,South,501,613.47,5,3067.35,2025-06,June,2,948,1716692.5,High Value
3827,2025-04-27,Smartwatch,South,511,1116.84,4,4467.36,2025-04,April,2,929,1744998.21,High Value
3828,2025-03-01,Headphones,West,518,947.72,2,1895.44,2025-03,March,1,951,1711942.99,High Value
3829,2025-08-30,Smartwatch,Unknown,511,973.32,5,4866.6,2025-08,August,3,929,1744998.21,High Value
3830,2025-10-06,Keyboard,North,520,613.47,3,1840.41,2025-10,October,4,883,1650524.72,High Value
3831,2025-01-01,Laptop,West,518,157.46,1,157.46,2025-01,January,1,951,1711942.99,High Value
3832,2025-03-27,Monitor,North,511,211.62,4,846.48,2025-03,March,1,929,1744998.21,High Value
3833,2025-10-13,Smartwatch,South,504,1181.38,5,5906.9,2025-10,October,4,974,1841907.46,High Value
3834,2025-06-03,Laptop,South,516,1072.23,3,3216.69,2025-06,June,2,985,1818375.7,High Value
3835,2025-01-27,Monitor,South,512,834.69,3,2504.07,2025-01,January,1,918,1696896.54,High Value
3836,2025-02-13,Laptop,North,503,955.1,3,2865.3,2025-02,February,1,930,1750977.1,High Value
3837,2025-07-28,Smartwatch,South,517,1140.0,1,1140.0,2025-07,July,3,930,1758570.59,High Value
3838,2025-10-20,Headphones,North,503,74.54,3,223.62,2025-10,October,4,930,1750977.1,High Value
3839,2025-07-03,Smartwatch,East,508,1072.86,2,2145.72,2025-07,July,3,950,1762563.94,High Value
3840,2025-09-26,Smartwatch,Unknown,511,1122.24,2,2244.48,2025-09,September,3,929,1744998.21,High Value
3841,2025-06-28,Laptop,North,503,152.79,4,611.16,2025-06,June,2,930,1750977.1,High Value
3842,2025-03-07,Monitor,North,509,1055.09,3,3165.27,2025-03,March,1,995,1889373.52,High Value
3843,2025-06-03,Keyboard,Unknown,510,386.56,3,1159.68,2025-06,June,2,938,1816831.67,High Value
3844,2025-04-21,Smartwatch,North,503,1020.27,3,3060.81,2025-04,April,2,930,1750977.1,High Value
3845,2025-07-04,Headphones,North,511,654.56,3,1963.68,2025-07,July,3,929,1744998.21,High Value
3846,2025-06-28,Laptop,West,505,1011.04,2,2022.08,2025-06,June,2,958,1766477.7,High Value
3847,2025-09-15,Monitor,Unknown,506,335.64,5,1678.2,2025-09,September,3,968,1857117.28,High Value
3848,2025-07-05,Laptop,West,515,613.47,4,2453.88,2025-07,July,3,963,1783010.34,High Value
3849,2025-09-05,Keyboard,South,519,1075.15,5,5375.75,2025-09,September,3,968,1801348.14,High Value
3850,2025-07-14,Keyboard,South,516,1138.79,3,3416.37,2025-07,July,3,985,1818375.7,High Value
3851,2025-10-01,Monitor,South,500,690.13,2,1380.26,2025-10,October,4,948,1746598.65,High Value
3852,2025-03-30,Monitor,North,513,592.06,3,1776.18,2025-03,March,1,965,1816558.56,High Value
3853,2025-10-18,Monitor,West,500,587.15,5,2935.75,2025-10,October,4,948,1746598.65,High Value
3854,2025-05-17,Keyboard,South,514,594.38,5,2971.9,2025-05,May,2,1012,1807715.97,High Value
3855,2025-08-17,Monitor,South,520,94.37,1,94.37,2025-08,August,3,883,1650524.72,High Value
3856,2025-02-18,Headphones,West,514,1189.66,4,4758.64,2025-02,February,1,1012,1807715.97,High Value
3857,2025-04-30,Headphones,Unknown,515,925.15,1,925.15,2025-04,April,2,963,1783010.34,High Value
3858,2025-02-12,Keyboard,East,502,1176.21,4,4704.84,2025-02,February,1,961,1751464.56,High Value
3859,2025-09-21,Headphones,South,504,613.47,3,1840.41,2025-09,September,3,974,1841907.46,High Value
3860,2025-10-22,Monitor,West,511,379.63,3,1138.89,2025-10,October,4,929,1744998.21,High Value
3861,2025-06-25,Headphones,East,504,469.47,3,1408.41,2025-06,June,2,974,1841907.46,High Value
3862,2025-07-28,Monitor,North,502,523.92,3,1571.76,2025-07,July,3,961,1751464.56,High Value
3863,2025-04-06,Monitor,North,504,314.57,3,943.71,2025-04,April,2,974,1841907.46,High Value
3864,2025-10-20,Smartwatch,West,510,613.47,4,2453.88,2025-10,October,4,938,1816831.67,High Value
3865,2025-07-08,Monitor,South,517,810.87,1,810.87,2025-07,July,3,930,1758570.59,High Value
3866,2025-06-25,Smartwatch,North,513,777.57,2,1555.14,2025-06,June,2,965,1816558.56,High Value
3867,2025-03-21,Keyboard,North,505,608.98,1,608.98,2025-03,March,1,958,1766477.7,High Value
3868,2025-06-08,Monitor,South,511,675.21,3,2025.63,2025-06,June,2,929,1744998.21,High Value
3869,2025-08-05,Headphones,East,504,333.46,2,666.92,2025-08,August,3,974,1841907.46,High Value
3870,2025-08-13,Keyboard,Unknown,515,514.43,5,2572.15,2025-08,August,3,963,1783010.34,High Value
3871,2025-01-13,Laptop,West,501,111.26,2,222.52,2025-01,January,1,948,1716692.5,High Value
3872,2025-07-12,Laptop,Unknown,508,893.3,3,2679.9,2025-07,July,3,950,1762563.94,High Value
3873,2025-04-07,Monitor,South,501,425.93,2,851.86,2025-04,April,2,948,1716692.5,High Value
3874,2025-04-17,Headphones,South,501,377.52,4,1510.08,2025-04,April,2,948,1716692.5,High Value
3875,2025-05-05,Laptop,South,507,392.45,2,784.9,2025-05,May,2,925,1702254.36,High Value
3876,2025-06-10,Headphones,North,514,344.61,1,344.61,2025-06,June,2,1012,1807715.97,High Value
3877,2025-02-03,Smartwatch,Unknown,502,1191.23,3,3573.69,2025-02,February,1,961,1751464.56,High Value
3878,2025-05-09,Monitor,South,510,716.94,3,2150.82,2025-05,May,2,938,1816831.67,High Value
3879,2025-09-26,Monitor,South,502,613.47,3,1840.41,2025-09,September,3,961,1751464.56,High Value
3880,2025-07-30,Smartwatch,West,506,103.81,4,415.24,2025-07,July,3,968,1857117.28,High Value
3881,2025-08-29,Smartwatch,West,510,148.62,3,445.86,2025-08,August,3,938,1816831.67,High Value
3882,2025-04-08,Headphones,East,512,1095.16,2,2190.32,2025-04,April,2,918,1696896.54,High Value
3883,2025-04-05,Laptop,North,518,916.68,1,916.68,2025-04,April,2,951,1711942.99,High Value
3884,2025-08-01,Monitor,North,512,655.34,5,3276.7,2025-08,August,3,918,1696896.54,High Value
3885,2025-07-07,Laptop,North,504,1190.26,4,4761.04,2025-07,July,3,974,1841907.46,High Value
3886,2025-10-26,Laptop,North,501,1000.67,5,5003.35,2025-10,October,4,948,1716692.5,High Value
3887,2025-05-06,Smartwatch,North,509,191.0,3,573.0,2025-05,May,2,995,1889373.52,High Value
3888,2025-10-15,Laptop,West,506,1131.92,3,3395.76,2025-10,October,4,968,1857117.28,High Value
3889,2025-06-15,Laptop,South,510,1055.37,2,2110.74,2025-06,June,2,938,1816831.67,High Value
3890,2025-04-25,Headphones,West,516,238.65,1,238.65,2025-04,April,2,985,1818375.7,High Value
3891,2025-08-13,Headphones,South,510,129.1,5,645.5,2025-08,August,3,938,1816831.67,High Value
3892,2025-04-06,Headphones,Unknown,517,812.26,2,1624.52,2025-04,April,2,930,1758570.59,High Value
3893,2025-01-04,Keyboard,South,507,1053.6,3,3160.8,2025-01,January,1,925,1702254.36,High Value
3894,2025-04-11,Keyboard,South,506,804.36,1,804.36,2025-04,April,2,968,1857117.28,High Value
3895,2025-07-21,Laptop,South,517,400.98,2,801.96,2025-07,July,3,930,1758570.59,High Value
3896,2025-06-05,Laptop,West,520,82.71,2,165.42,2025-06,June,2,883,1650524.72,High Value
3897,2025-06-12,Headphones,North,504,1075.79,1,1075.79,2025-06,June,2,974,1841907.46,High Value
3898,2025-06-08,Laptop,West,518,613.47,1,613.47,2025-06,June,2,951,1711942.99,High Value
3899,2025-02-24,Headphones,West,505,242.37,3,727.11,2025-02,February,1,958,1766477.7,High Value
3900,2025-07-28,Laptop,West,517,304.79,4,1219.16,2025-07,July,3,930,1758570.59,High Value
3901,2025-03-24,Smartwatch,West,513,606.57,2,1213.14,2025-03,March,1,965,1816558.56,High Value
3902,2025-02-01,Laptop,South,512,1126.56,3,3379.68,2025-02,February,1,918,1696896.54,High Value
3903,2025-06-24,Headphones,South,506,1149.98,1,1149.98,2025-06,June,2,968,1857117.28,High Value
3904,2025-02-20,Monitor,East,506,854.01,1,854.01,2025-02,February,1,968,1857117.28,High Value
3905,2025-04-09,Smartwatch,North,510,801.83,1,801.83,2025-04,April,2,938,1816831.67,High Value
3906,2025-02-22,Smartwatch,North,501,536.5,1,536.5,2025-02,February,1,948,1716692.5,High Value
3907,2025-07-26,Headphones,West,512,439.46,2,878.92,2025-07,July,3,918,1696896.54,High Value
3908,2025-08-06,Laptop,North,501,340.5,3,1021.5,2025-08,August,3,948,1716692.5,High Value
3909,2025-01-04,Headphones,North,517,675.28,3,2025.84,2025-01,January,1,930,1758570.59,High Value
3910,2025-04-29,Laptop,South,513,707.32,3,2121.96,2025-04,April,2,965,1816558.56,High Value
3911,2025-03-05,Laptop,South,502,583.49,1,583.49,2025-03,March,1,961,1751464.56,High Value
3912,2025-01-28,Headphones,South,518,254.9,4,1019.6,2025-01,January,1,951,1711942.99,High Value
3913,2025-05-17,Monitor,East,515,837.96,3,2513.88,2025-05,May,2,963,1783010.34,High Value
3914,2025-01-23,Headphones,South,518,1037.29,5,5186.45,2025-01,January,1,951,1711942.99,High Value
3915,2025-02-24,Laptop,North,502,790.68,4,3162.72,2025-02,February,1,961,1751464.56,High Value
3916,2025-02-23,Laptop,East,512,568.56,3,1705.68,2025-02,February,1,918,1696896.54,High Value
3917,2025-07-23,Laptop,South,514,1046.81,1,1046.81,2025-07,July,3,1012,1807715.97,High Value
3918,2025-01-26,Smartwatch,West,504,88.88,2,177.76,2025-01,January,1,974,1841907.46,High Value
3919,2025-01-25,Headphones,South,517,188.05,4,752.2,2025-01,January,1,930,1758570.59,High Value
3920,2025-08-02,Headphones,North,505,892.26,2,1784.52,2025-08,August,3,958,1766477.7,High Value
3921,2025-08-31,Monitor,West,501,230.46,3,691.38,2025-08,August,3,948,1716692.5,High Value
3922,2025-05-16,Keyboard,East,508,207.97,3,623.91,2025-05,May,2,950,1762563.94,High Value
3923,2025-01-19,Keyboard,South,503,342.27,2,684.54,2025-01,January,1,930,1750977.1,High Value
3924,2025-04-05,Laptop,North,500,172.73,1,172.73,2025-04,April,2,948,1746598.65,High Value
3925,2025-06-21,Monitor,East,515,546.0,2,1092.0,2025-06,June,2,963,1783010.34,High Value
3926,2025-05-05,Headphones,West,519,1127.86,5,5639.3,2025-05,May,2,968,1801348.14,High Value
3927,2025-08-13,Headphones,North,504,69.9,3,209.7,2025-08,August,3,974,1841907.46,High Value
3928,2025-01-03,Headphones,South,502,759.65,4,3038.6,2025-01,January,1,961,1751464.56,High Value
3929,2025-09-01,Monitor,South,504,613.47,4,2453.88,2025-09,September,3,974,1841907.46,High Value
3930,2025-09-07,Headphones,South,505,613.47,1,613.47,2025-09,September,3,958,1766477.7,High Value
3931,2025-04-22,Laptop,Unknown,514,356.73,2,713.46,2025-04,April,2,1012,1807715.97,High Value
3932,2025-07-10,Monitor,Unknown,500,613.47,3,1840.41,2025-07,July,3,948,1746598.65,High Value
3933,2025-05-04,Laptop,North,511,344.18,4,1376.72,2025-05,May,2,929,1744998.21,High Value
3934,2025-02-10,Laptop,North,507,472.54,2,945.08,2025-02,February,1,925,1702254.36,High Value
3935,2025-04-23,Headphones,Unknown,500,334.87,4,1339.48,2025-04,April,2,948,1746598.65,High Value
3936,2025-06-21,Keyboard,South,500,740.94,3,2222.82,2025-06,June,2,948,1746598.65,High Value
3937,2025-01-28,Laptop,North,500,613.47,1,613.47,2025-01,January,1,948,1746598.65,High Value
3938,2025-01-30,Monitor,North,512,852.22,3,2556.66,2025-01,January,1,918,1696896.54,High Value
3939,2025-04-07,Laptop,Unknown,516,309.33,3,927.99,2025-04,April,2,985,1818375.7,High Value
3940,2025-06-22,Smartwatch,Unknown,502,670.37,1,670.37,2025-06,June,2,961,1751464.56,High Value
3941,2025-10-14,Monitor,North,507,599.46,1,599.46,2025-10,October,4,925,1702254.36,High Value
3942,2025-09-02,Laptop,North,509,1018.57,1,1018.57,2025-09,September,3,995,1889373.52,High Value
3943,2025-07-13,Smartwatch,East,506,333.54,5,1667.7,2025-07,July,3,968,1857117.28,High Value
3944,2025-04-08,Headphones,South,506,821.98,5,4109.9,2025-04,April,2,968,1857117.28,High Value
3945,2025-05-08,Headphones,North,503,782.53,5,3912.65,2025-05,May,2,930,1750977.1,High Value
3946,2025-09-11,Headphones,North,518,613.47,1,613.47,2025-09,September,3,951,1711942.99,High Value
3947,2025-07-22,Monitor,South,505,625.27,2,1250.54,2025-07,July,3,958,1766477.7,High Value
3948,2025-08-07,Headphones,Unknown,520,613.47,4,2453.88,2025-08,August,3,883,1650524.72,High Value
3949,2025-03-25,Smartwatch,South,520,1014.74,5,5073.7,2025-03,March,1,883,1650524.72,High Value
3950,2025-07-11,Keyboard,East,503,334.13,5,1670.65,2025-07,July,3,930,1750977.1,High Value
3951,2025-02-07,Headphones,West,511,1129.01,1,1129.01,2025-02,February,1,929,1744998.21,High Value
3952,2025-03-18,Monitor,North,513,539.33,5,2696.65,2025-03,March,1,965,1816558.56,High Value
3953,2025-04-04,Keyboard,South,510,464.79,3,1394.37,2025-04,April,2,938,1816831.67,High Value
3954,2025-04-09,Keyboard,East,516,1090.73,1,1090.73,2025-04,April,2,985,1818375.7,High Value
3955,2025-09-29,Laptop,Unknown,507,151.57,1,151.57,2025-09,September,3,925,1702254.36,High Value
3956,2025-09-11,Keyboard,South,510,882.77,3,2648.31,2025-09,September,3,938,1816831.67,High Value
3957,2025-02-02,Headphones,North,501,714.84,1,714.84,2025-02,February,1,948,1716692.5,High Value
3958,2025-06-25,Monitor,South,519,878.45,2,1756.9,2025-06,June,2,968,1801348.14,High Value
3959,2025-07-24,Smartwatch,South,502,613.47,3,1840.41,2025-07,July,3,961,1751464.56,High Value
3960,2025-09-01,Keyboard,Unknown,503,758.85,2,1517.7,2025-09,September,3,930,1750977.1,High Value
3961,2025-09-01,Laptop,South,502,742.52,5,3712.6,2025-09,September,3,961,1751464.56,High Value
3962,2025-03-16,Headphones,South,516,901.77,3,2705.31,2025-03,March,1,985,1818375.7,High Value
3963,2025-02-15,Smartwatch,North,515,830.19,3,2490.57,2025-02,February,1,963,1783010.34,High Value
3964,2025-03-30,Headphones,Unknown,516,112.2,5,561.0,2025-03,March,1,985,1818375.7,High Value
3965,2025-03-27,Headphones,West,506,252.41,4,1009.64,2025-03,March,1,968,1857117.28,High Value
3966,2025-07-18,Laptop,West,512,120.13,4,480.52,2025-07,July,3,918,1696896.54,High Value
3967,2025-01-08,Monitor,North,511,420.19,3,1260.57,2025-01,January,1,929,1744998.21,High Value
3968,2025-04-29,Headphones,East,500,102.92,3,308.76,2025-04,April,2,948,1746598.65,High Value
3969,2025-01-12,Monitor,West,517,953.11,1,953.11,2025-01,January,1,930,1758570.59,High Value
3970,2025-06-27,Laptop,South,509,1089.36,5,5446.8,2025-06,June,2,995,1889373.52,High Value
3971,2025-02-05,Headphones,North,517,414.72,2,829.44,2025-02,February,1,930,1758570.59,High Value
3972,2025-03-02,Keyboard,West,506,90.54,2,181.08,2025-03,March,1,968,1857117.28,High Value
3973,2025-03-19,Laptop,East,508,613.47,2,1226.94,2025-03,March,1,950,1762563.94,High Value
3974,2025-10-17,Laptop,South,518,720.45,3,2161.35,2025-10,October,4,951,1711942.99,High Value
3975,2025-01-21,Headphones,Unknown,518,839.69,2,1679.38,2025-01,January,1,951,1711942.99,High Value
3976,2025-05-30,Laptop,North,509,1016.69,4,4066.76,2025-05,May,2,995,1889373.52,High Value
3977,2025-10-08,Monitor,West,506,1150.92,1,1150.92,2025-10,October,4,968,1857117.28,High Value
3978,2025-10-19,Headphones,North,518,412.41,4,1649.64,2025-10,October,4,951,1711942.99,High Value
3979,2025-06-02,Monitor,Unknown,504,363.68,2,727.36,2025-06,June,2,974,1841907.46,High Value
3980,2025-02-03,Laptop,Unknown,518,345.97,1,345.97,2025-02,February,1,951,1711942.99,High Value
3981,2025-06-09,Monitor,North,511,613.47,4,2453.88,2025-06,June,2,929,1744998.21,High Value
3982,2025-09-08,Headphones,West,509,622.38,3,1867.14,2025-09,September,3,995,1889373.52,High Value
3983,2025-10-08,Headphones,Unknown,509,1058.49,2,2116.98,2025-10,October,4,995,1889373.52,High Value
3984,2025-05-25,Keyboard,Unknown,501,1157.93,5,5789.65,2025-05,May,2,948,1716692.5,High Value
3985,2025-05-27,Monitor,West,503,584.85,2,1169.7,2025-05,May,2,930,1750977.1,High Value
3986,2025-09-13,Monitor,West,506,657.19,4,2628.76,2025-09,September,3,968,1857117.28,High Value
3987,2025-01-04,Headphones,East,519,713.7,1,713.7,2025-01,January,1,968,1801348.14,High Value
3988,2025-07-22,Laptop,South,512,613.47,4,2453.88,2025-07,July,3,918,1696896.54,High Value
3989,2025-04-05,Keyboard,North,500,549.89,4,2199.56,2025-04,April,2,948,1746598.65,High Value
3990,2025-04-03,Monitor,West,514,247.77,2,495.54,2025-04,April,2,1012,1807715.97,High Value
3991,2025-04-27,Headphones,West,511,1052.23,3,3156.69,2025-04,April,2,929,1744998.21,High Value
3992,2025-01-20,Laptop,North,501,613.47,4,2453.88,2025-01,January,1,948,1716692.5,High Value
3993,2025-02-21,Laptop,Unknown,519,904.87,2,1809.74,2025-02,February,1,968,1801348.14,High Value
3994,2025-04-25,Smartwatch,West,506,165.77,3,497.31,2025-04,April,2,968,1857117.28,High Value
3995,2025-08-23,Keyboard,North,502,1040.63,5,5203.15,2025-08,August,3,961,1751464.56,High Value
3996,2025-10-19,Laptop,Unknown,520,313.42,1,313.42,2025-10,October,4,883,1650524.72,High Value
3997,2025-09-01,Headphones,North,509,519.64,4,2078.56,2025-09,September,3,995,1889373.52,High Value
3998,2025-05-10,Laptop,South,520,613.47,1,613.47,2025-05,May,2,883,1650524.72,High Value
3999,2025-05-02,Keyboard,East,510,531.29,2,1062.58,2025-05,May,2,938,1816831.67,High Value
